Group,MediumID,PieceIndex,SourceExcelRow,ObservedP1,ObservedP2,OriginalStart,OriginalEnd,PieceStart,PieceEnd,PieceLength,Translation,BoundarySequence,ReconstructionType
3,A311,2,313,"-775.312506684465;1207.43249816536;3820.471398528","1531.21178765571;3207.76701415233;5000","-775.312506684465;1207.43249816536;3820.471398528","2748.22555484773;4263.22290114178;5622.36610744169","1531.21178765571;3207.76701415233;-5000","2748.22555484773;4263.22290114178;-4377.63389255832",1726.9768992687,"-0;-0;-10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A312,1,314,"-720.662959498911;1395.74107118604;-3368.76689505706","4131.43149099703;2501.62059165755;-3852.71929939884","-720.662959498911;1395.74107118604;-3368.76689505706","4131.43149099703;2501.62059165755;-3852.71929939884","-720.662959498911;1395.74107118604;-3368.76689505706","4131.43149099703;2501.62059165755;-3852.71929939884",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A313,1,315,"-704.26011590517;1397.35574361483;-2062.10024317056","4274.26865519084;1541.76761242385;-2501.86891817634","-704.26011590517;1397.35574361483;-2062.10024317056","4274.26865519084;1541.76761242385;-2501.86891817634","-704.26011590517;1397.35574361483;-2062.10024317056","4274.26865519084;1541.76761242385;-2501.86891817634",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A314,1,316,"-658.666884309651;-2631.64145942732;2307.07644646147","-238.999264181734;-5000;-1839.3001927787","-658.666884309651;-2631.64145942732;2307.07644646147","-220.920713262763;-5102.02476535376;-2017.91888434916","-658.666884309651;-2631.64145942732;2307.07644646147","-238.999264181734;-5000;-1839.3001927787",4793.50417987968,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A314,2,316,"-658.666884309651;-2631.64145942732;2307.07644646147","-238.999264181734;-5000;-1839.3001927787","-658.666884309651;-2631.64145942732;2307.07644646147","-220.920713262763;-5102.02476535376;-2017.91888434916","-238.999264181734;5000;-1839.3001927787","-220.920713262763;4897.97523464624;-2017.91888434916",206.495820120316,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A315,1,317,"-650.511828604231;5000;1002.08725958384","469.851244695014;3577.64278995776;1745.22472285259","469.851244695014;3577.64278995776;1745.22472285259","-2392.33093833262;7211.32687104353;-153.262345847913","469.851244695014;3577.64278995776;1745.22472285259","-650.511828604231;5000;1002.08725958384",1957.18336858997,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A315,2,317,"-650.511828604231;5000;1002.08725958384","469.851244695014;3577.64278995776;1745.22472285259","469.851244695014;3577.64278995776;1745.22472285259","-2392.33093833262;7211.32687104353;-153.262345847913","-650.511828604231;-5000;1002.08725958384","-2392.33093833262;-2788.67312895647;-153.262345847913",3042.81663141003,"-0;-10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A316,1,318,"-628.303131437458;3941.83493952219;-2970.13746682894","3448.15566079556;3483.4251532117;-111.406247731752","-628.303131437458;3941.83493952219;-2970.13746682894","3448.15566079556;3483.4251532117;-111.406247731752","-628.303131437458;3941.83493952219;-2970.13746682894","3448.15566079556;3483.4251532117;-111.406247731752",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A317,1,319,"-611.897627660977;-1832.7227813926;3058.5871537184","-9.33664821784089;-164.572020328917;5000","-611.897627660977;-1832.7227813926;3058.5871537184","533.822001779337;1339.12726701702;6750.02234902104","-611.897627660977;-1832.7227813926;3058.5871537184","-9.336648217841;-164.572020328917;5000",2629.61794473875,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A317,2,319,"-611.897627660977;-1832.7227813926;3058.5871537184","-9.33664821784089;-164.572020328917;5000","-611.897627660977;-1832.7227813926;3058.5871537184","533.822001779337;1339.12726701702;6750.02234902104","-9.336648217841;-164.572020328917;-5000","533.822001779337;1339.12726701702;-3249.97765097896",2370.38205526125,"-0;-0;-10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A318,1,320,"-600.293524099337;2058.66606159803;544.869717003619","3535.89127867356;-549.669822608702;-498.470684049675","-600.293524099337;2058.66606159803;544.869717003619","3535.89127867356;-549.669822608702;-498.470684049675","-600.293524099337;2058.66606159803;544.869717003619","3535.89127867356;-549.669822608702;-498.470684049675",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A319,1,321,"-541.389696544848;-4477.10912074193;229.79011253271","4409.93296649692;-4134.97285589825;-376.301186470811","-541.389696544848;-4477.10912074193;229.79011253271","4409.93296649692;-4134.97285589825;-376.301186470811","-541.389696544848;-4477.10912074193;229.79011253271","4409.93296649692;-4134.97285589825;-376.301186470811",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A320,1,322,"-533.710007971979;-580.055111920089;-1355.23468988366","2552.91086491322;-2685.61035636179;1967.3258738493","-533.710007971979;-580.055111920089;-1355.23468988366","2552.91086491322;-2685.61035636179;1967.3258738493","-533.710007971979;-580.055111920089;-1355.23468988366","2552.91086491322;-2685.61035636179;1967.3258738493",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A321,1,323,"-514.141679471809;3603.84491387508;-1790.11529514643","1578.72833284756;4676.42747672536;-5000","-514.141679471809;3603.84491387508;-1790.11529514643","2115.63177548291;4951.58707436648;-5823.46162845944","-514.141679471809;3603.84491387508;-1790.11529514643","1578.72833284756;4676.42747672536;-5000",3979.18308966163,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A321,2,323,"-514.141679471809;3603.84491387508;-1790.11529514643","1578.72833284756;4676.42747672536;-5000","-514.141679471809;3603.84491387508;-1790.11529514643","2115.63177548291;4951.58707436648;-5823.46162845944","1578.72833284756;4676.42747672536;5000","2115.63177548291;4951.58707436648;4176.53837154056",1020.81691033837,"-0;-0;10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A322,1,324,"-503.316277716019;-2536.20202748796;434.485855444772","4367.71549417358;-3230.90696665853;-454.577991944181","-503.316277716019;-2536.20202748796;434.485855444772","4367.71549417358;-3230.90696665853;-454.577991944181","-503.316277716019;-2536.20202748796;434.485855444772","4367.71549417358;-3230.90696665853;-454.577991944181",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A323,1,325,"-465.372955518574;308.12634250627;-2814.46533546512","4220.95132692436;-730.463145720607;-1414.57369868376","-465.372955518574;308.12634250627;-2814.46533546512","4220.95132692436;-730.463145720607;-1414.57369868376","-465.372955518574;308.12634250627;-2814.46533546512","4220.95132692436;-730.463145720607;-1414.57369868376",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A324,1,326,"-436.455355049266;-1018.12076494026;319.488721381171","3381.58948285985;-2131.10870961898;-2710.98837813888","-436.455355049266;-1018.12076494026;319.488721381171","3381.58948285985;-2131.10870961898;-2710.98837813888","-436.455355049266;-1018.12076494026;319.488721381171","3381.58948285985;-2131.10870961898;-2710.98837813888",5000.00000000001,"-0;-0;-0","NONE","DIRECT_FULL"
3,A325,1,327,"-425.685083763202;-2747.83684877655;-2647.37640701039","3242.9911355031;-5000;-106.040357091689","-425.685083763202;-2747.83684877655;-2647.37640701039","3243.73882156064;-5000.45899689338;-105.522425985623","-425.685083763202;-2747.83684877655;-2647.37640701039","3242.9911355031;-5000;-106.040357091689",4998.981194219,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A325,2,327,"-425.685083763202;-2747.83684877655;-2647.37640701039","3242.9911355031;-5000;-106.040357091689","-425.685083763202;-2747.83684877655;-2647.37640701039","3243.73882156064;-5000.45899689338;-105.522425985623","3242.9911355031;5000;-106.040357091689","3243.73882156064;4999.54100310662;-105.522425985623",1.01880578100064,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A326,1,328,"-418.74576243275;632.329806281322;-4816.96976636464","3867.1642306188;-1594.10859772961;-3523.15851096216","-418.74576243275;632.329806281322;-4816.96976636464","3867.1642306188;-1594.10859772961;-3523.15851096216","-418.74576243275;632.329806281322;-4816.96976636464","3867.1642306188;-1594.10859772961;-3523.15851096216",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A327,1,329,"-414.147359128009;-213.361934866363;-3902.442133719","4392.53058126761;734.006471408728;-4901.61192915214","-414.147359128009;-213.361934866363;-3902.442133719","4392.53058126761;734.006471408728;-4901.61192915214","-414.147359128009;-213.361934866363;-3902.442133719","4392.53058126761;734.006471408728;-4901.61192915214",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A328,1,330,"-403.88275820486;-1325.2405856818;-4191.238712224","631.091769525115;-1223.82665823466;699.420030958747","-403.88275820486;-1325.2405856818;-4191.238712224","631.091769525115;-1223.82665823466;699.420030958747","-403.88275820486;-1325.2405856818;-4191.238712224","631.091769525115;-1223.82665823466;699.420030958747",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A329,1,331,"-397.875958023511;2315.67886379874;-4449.70523441582","828.086612497854;2054.78407850822;390.640795228022","-397.875958023511;2315.67886379874;-4449.70523441582","828.086612497854;2054.78407850822;390.640795228022","-397.875958023511;2315.67886379874;-4449.70523441582","828.086612497854;2054.78407850822;390.640795228022",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A330,1,332,"-392.074020409426;-1116.11102244978;-1281.25884910726","1917.79921275;-5000;-2038.3165604007","-392.074020409426;-1116.11102244978;-1281.25884910726","2128.60978117055;-5354.46310701638;-2107.40942842213","-392.074020409426;-1116.11102244978;-1281.25884910726","1917.79921275;-5000;-2038.3165604007",4581.83853070264,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A330,2,332,"-392.074020409426;-1116.11102244978;-1281.25884910726","1917.79921275;-5000;-2038.3165604007","-392.074020409426;-1116.11102244978;-1281.25884910726","2128.60978117055;-5354.46310701638;-2107.40942842213","1917.79921275;5000;-2038.3165604007","2128.60978117055;4645.53689298362;-2107.40942842213",418.161469297359,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A331,1,333,"-381.467276296109;172.279256578303;-1186.26355630822","3962.00297077972;-2303.12253986502;-1267.8243246482","-381.467276296109;172.279256578303;-1186.26355630822","3962.00297077972;-2303.12253986502;-1267.8243246482","-381.467276296109;172.279256578303;-1186.26355630822","3962.00297077972;-2303.12253986502;-1267.8243246482",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A332,1,334,"-371.3647187537;-1299.16849353423;-4433.05606033993","-329.180988389027;-29.0710892014554;-5000","-371.3647187537;-1299.16849353423;-4433.05606033993","-219.791386921234;3264.50792062441;-6470.18224983566","-371.3647187537;-1299.16849353423;-4433.05606033993","-329.180988389027;-29.0710892014552;-5000",1391.5287687711,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A332,2,334,"-371.3647187537;-1299.16849353423;-4433.05606033993","-329.180988389027;-29.0710892014554;-5000","-371.3647187537;-1299.16849353423;-4433.05606033993","-219.791386921234;3264.50792062441;-6470.18224983566","-329.180988389027;-29.0710892014552;5000","-219.791386921234;3264.50792062441;3529.81775016434",3608.4712312289,"-0;-0;10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A333,1,335,"-368.865902150036;-3149.50771607562;-931.872482803781","3294.3013204958;-3316.50174300868;2467.14485959121","-368.865902150036;-3149.50771607562;-931.872482803781","3294.3013204958;-3316.50174300868;2467.14485959121","-368.865902150036;-3149.50771607562;-931.872482803781","3294.3013204958;-3316.50174300868;2467.14485959121",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A334,1,336,"-330.447858179871;2793.11421678497;-3911.93531027542","2749.70994887475;4109.09927983667;-5000","-330.447858179871;2793.11421678497;-3911.93531027542","4042.54040666104;4661.45590507463;-5456.69191614012","-330.447858179871;2793.11421678497;-3911.93531027542","2749.70994887475;4109.09927983667;-5000",3521.79976312683,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A334,2,336,"-330.447858179871;2793.11421678497;-3911.93531027542","2749.70994887475;4109.09927983667;-5000","-330.447858179871;2793.11421678497;-3911.93531027542","4042.54040666104;4661.45590507463;-5456.69191614012","2749.70994887475;4109.09927983667;5000","4042.54040666104;4661.45590507463;4543.30808385988",1478.20023687317,"-0;-0;10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A335,1,337,"-329.180988389027;-29.0710892014554;5000","-219.791386921234;3264.5079206244;3529.81775016435","-219.791386921234;3264.5079206244;3529.81775016435","-371.3647187537;-1299.16849353424;5566.94393966007","-219.791386921234;3264.5079206244;3529.81775016435","-329.180988389027;-29.0710892014558;5000",3608.47123122889,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A335,2,337,"-329.180988389027;-29.0710892014554;5000","-219.791386921234;3264.5079206244;3529.81775016435","-219.791386921234;3264.5079206244;3529.81775016435","-371.3647187537;-1299.16849353424;5566.94393966007","-329.180988389027;-29.0710892014558;-5000","-371.3647187537;-1299.16849353424;-4433.05606033993",1391.52876877111,"-0;-0;-10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A336,1,338,"-282.135790835826;-1268.68413518342;1519.21346714945","4085.23625867751;983.672379599244;595.659726728388","-282.135790835826;-1268.68413518342;1519.21346714945","4085.23625867751;983.672379599244;595.659726728388","-282.135790835826;-1268.68413518342;1519.21346714945","4085.23625867751;983.672379599244;595.659726728388",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A337,1,339,"-270.578233818549;261.710661713484;2529.95981221472","920.427495625266;-1402.39506345766;-2032.0855062674","-270.578233818549;261.710661713484;2529.95981221472","920.427495625266;-1402.39506345766;-2032.0855062674","-270.578233818549;261.710661713484;2529.95981221472","920.427495625266;-1402.39506345766;-2032.0855062674",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A338,1,340,"-203.022377696583;-4050.4016749952;4380.48543607846","4788.13732617284;-3885.56832088296;4133.19051934494","-203.022377696583;-4050.4016749952;4380.48543607846","4788.13732617284;-3885.56832088296;4133.19051934494","-203.022377696583;-4050.4016749952;4380.48543607846","4788.13732617284;-3885.56832088296;4133.19051934494",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A339,1,341,"-185.834471623048;-1015.99448022286;3503.63552234271","2622.38106001486;226.556192561225;-442.247566831559","-185.834471623048;-1015.99448022286;3503.63552234271","2622.38106001486;226.556192561225;-442.247566831559","-185.834471623048;-1015.99448022286;3503.63552234271","2622.38106001486;226.556192561225;-442.247566831559",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A340,1,342,"-155.293961348396;2767.08119774224;421.095504509658","4270.51116369474;4550.77926535305;-1072.44733007642","-155.293961348396;2767.08119774224;421.095504509658","4270.51116369474;4550.77926535305;-1072.44733007642","-155.293961348396;2767.08119774224;421.095504509658","4270.51116369474;4550.77926535305;-1072.44733007642",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A341,1,343,"-86.1455555047714;2126.88721944666;-4115.80358825911","878.232853230145;3262.75545695612;657.012942028117","-86.1455555047714;2126.88721944666;-4115.80358825911","878.232853230145;3262.75545695612;657.012942028117","-86.1455555047714;2126.88721944666;-4115.80358825911","878.232853230145;3262.75545695612;657.012942028117",4999.99999999999,"-0;-0;-0","NONE","DIRECT_FULL"
3,A342,1,344,"-81.7282437599506;-3707.73601417115;-1895.37735052434","458.134127585559;-5000;-1619.36362320694","-81.7282437599506;-3707.73601417115;-1895.37735052434","1809.28949784527;-8234.24916593864;-928.562689997193","-81.7282437599506;-3707.73601417115;-1895.37735052434","458.134127585559;-5000;-1619.36362320694",1427.43867354528,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A342,2,344,"-81.7282437599506;-3707.73601417115;-1895.37735052434","458.134127585559;-5000;-1619.36362320694","-81.7282437599506;-3707.73601417115;-1895.37735052434","1809.28949784527;-8234.24916593864;-928.562689997193","458.134127585559;5000;-1619.36362320694","1809.28949784527;1765.75083406136;-928.562689997193",3572.56132645472,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A343,1,345,"-63.0604605725512;-2575.97595484392;2693.87582587505","4526.91315842301;-3415.55032132768;897.419018693707","-63.0604605725512;-2575.97595484392;2693.87582587505","4526.91315842301;-3415.55032132768;897.419018693707","-63.0604605725512;-2575.97595484392;2693.87582587505","4526.91315842301;-3415.55032132768;897.419018693707",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A344,1,346,"-38.4408876811713;-4330.4626423527;-3595.37063258734","4911.22760106878;-4967.03507292936;-3286.24704548102","-38.4408876811713;-4330.4626423527;-3595.37063258734","4911.22760106878;-4967.03507292936;-3286.24704548102","-38.4408876811713;-4330.4626423527;-3595.37063258734","4911.22760106878;-4967.03507292936;-3286.24704548102",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A345,1,347,"-9.33664821784089;-164.572020328917;-5000","533.822001779335;1339.12726701702;-3249.97765097897","533.822001779335;1339.12726701702;-3249.97765097897","-611.897627660978;-1832.72278139261;-6941.41284628161","533.822001779335;1339.12726701702;-3249.97765097897","-9.33664821784078;-164.572020328917;-5000",2370.38205526124,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A345,2,347,"-9.33664821784089;-164.572020328917;-5000","533.822001779335;1339.12726701702;-3249.97765097897","533.822001779335;1339.12726701702;-3249.97765097897","-611.897627660978;-1832.72278139261;-6941.41284628161","-9.33664821784078;-164.572020328917;5000","-611.897627660978;-1832.72278139261;3058.58715371839",2629.61794473876,"-0;-0;10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A346,1,348,"-2.83675374090944;1276.58331143327;-4501.5357393613","276.483792974385;678.423357603801;-5000","-2.83675374090944;1276.58331143327;-4501.5357393613","1685.48554287637;-2338.92868318993;-7514.44809113669","-2.83675374090944;1276.58331143327;-4501.5357393613","276.483792974385;678.423357603801;-5000",827.213344498678,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A346,2,348,"-2.83675374090944;1276.58331143327;-4501.5357393613","276.483792974385;678.423357603801;-5000","-2.83675374090944;1276.58331143327;-4501.5357393613","1685.48554287637;-2338.92868318993;-7514.44809113669","276.483792974385;678.423357603801;5000","1685.48554287637;-2338.92868318993;2485.55190886331",4172.78665550132,"-0;-0;10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A347,1,349,"92.0145236920653;2387.73542071801;1936.39342771548","3128.88296811596;-405.599433226992;4760.34640979547","92.0145236920653;2387.73542071801;1936.39342771548","3128.88296811596;-405.599433226992;4760.34640979547","92.0145236920653;2387.73542071801;1936.39342771548","3128.88296811596;-405.599433226992;4760.34640979547",5000,"-0;-0;-0","NONE","DIRECT_FULL"
